Name,Popularity,Faith,Hope,Love,Loving (ignore),Valence,pop_binary
Swing Wide,25,0,0,0,0,0.278,0
Glory (Live),25,0,0,0,0,0.0566,0
Psalm 46,25,0,0,0,0,0.152,0
Psalm 12,25,0,0,0,0,0.308,0
Lifesong (New York Sessions),25,0,0,0,0,0.221,0
Broken Together (New York Sessions),25,0,0,0,0,0.121,0
Safe Retreat (Instrumental),25,0,0,0,0,0.377,0
The Sound of Love,25,0,0,1,0,0.356,0
Amazing Grace,25,0,0,0,0,0.785,0
You Amaze Us,25,0,0,0,0,0.315,0
You Deliver Me,25,0,0,0,0,0.385,0
The Blood Will Never Lose Its Power,25,0,0,0,0,0.0857,0
Advent Hymn,25,0,0,0,0,0.0844,0
How I Love You,25,0,0,1,0,0.164,0
I Want To Tell The World,25,0,0,0,0,0.0368,0
Pursuit,25,0,0,0,0,0.55,0
Revive Us Again,25,0,0,0,0,0.0753,0
No Such Thing,25,0,0,0,0,0.0329,0
Only You,25,0,0,0,0,0.271,0
Something On My Mind,25,0,0,0,0,0.395,0
Take Me,25,0,0,0,0,0.147,0
Midwinter,25,0,0,0,0,0.356,0
Unfolding,25,0,0,0,0,0.119,0
Fortunate Fall,25,0,0,0,0,0.0616,0
Felix Culpa,25,0,0,0,0,0.435,0
No Turning Back,25,0,0,0,0,0.358,0
God of Ages Past,25,0,0,0,0,0.383,0
Your Grace Finds Me,25,0,0,0,0,0.29,0
The Greatness Of Our God - Live,25,0,0,0,0,0.0386,0
Christ Has Set Me Free,25,0,0,0,0,0.375,0
Swing Wide,25,0,0,0,0,0.18,0
Glory (Live),25,0,0,0,0,0.57,0
Grace So Glorious (Reprise),25,0,0,0,0,0.713,0
Be Lifted High,25,0,0,0,0,0.23,0
Unchanging God,25,0,0,0,0,0.455,0
Kingdom Come,25,0,0,0,0,0.412,0
Christmas Time Is Here,25,0,0,0,0,0.398,0
Little Drummer Boy,25,0,0,0,0,0.345,0
Away In A Manger,25,0,0,0,0,0.248,0
She Waits Instrumental,25,0,0,0,0,0.0955,0
"Music, They Call Me",25,0,0,0,0,0.167,0
Under the Mountain,25,0,0,0,0,0.286,0
Hark,25,0,0,0,0,0.419,0
O Come All Ye Faithful,25,1,0,0,0,0.37,0
Incontenible,25,0,0,0,0,0.222,0
Glorious Collision,25,0,0,0,0,0.196,0
Jesus Is Lord,25,0,0,0,0,0.279,0
Spirit of God,25,0,0,0,0,0.359,0
Father,25,0,0,0,0,0.172,0
Abide With Me - Live,25,0,0,0,0,0.184,0
Wait (feat. MercyMe),25,0,0,0,0,0.752,0
Breathe In Breathe Out,25,0,0,0,0,0.239,0
Say It Now,25,0,0,0,0,0.498,0
Myspace Girl,25,0,0,0,0,0.922,0
Scandal of Grace (Chad Howat Remix),25,0,0,0,0,0.209,0
Aftermath (Chislett / Tennikoff Remix),25,0,0,0,0,0.77,0
The Stand (Jeremy Edwardson Remix),25,0,0,0,0,0.34,0
The Stand - Jeremy Edwardson Remix,25,0,0,0,0,0.234,0
Your Name High - Live,25,0,0,0,0,0.238,0
Cello from Portland,25,0,0,0,0,0.276,0
Exile Dial Tone,25,0,0,0,0,0.308,0
You Can Save Me,25,0,0,0,0,0.172,0
The Size of Grace,25,0,0,0,0,0.444,0
The String That Ties Us,25,0,0,0,0,0.49,0
Mi Coraz‹n Es Tuyo,25,0,0,0,0,0.598,0
The Cross Of Christ - Live,25,0,0,0,0,0.225,0
This Is the Day,25,0,0,0,0,0.48,0
Oh Our Lord,25,0,0,0,0,0.402,0
Spirit Speaks,25,0,0,0,0,0.359,0
Banner,25,0,0,0,0,0.234,0
Bread & Wine,25,0,0,0,0,0.298,0
Made a Way,25,0,0,0,0,0.617,0
Close to You,25,0,0,0,0,0.135,0
Shine,25,0,0,0,0,0.604,0
Safe Place (feat. Cody Lee),25,0,0,0,0,0.712,0
God You Are (feat. Tyler Hook),25,0,0,0,0,0.417,0
"O Come, O Come, Emmanuel",25,0,0,0,0,0.237,0
It Came To Pass,25,0,0,0,0,0.384,0
Labor Of Love,25,0,0,1,0,0.361,0
The Theme Of My Song,25,0,0,0,0,0.165,0
Everybody's Got A Song,25,0,0,0,0,0.461,0
The Ballad Of Jody Baxter,25,0,0,0,0,0.352,0
Love Is A Good Thing,25,0,0,1,0,0.4,0
Serve Hymn/Holy is the Lord,25,0,0,0,0,0.0949,0
Even So Come,25,0,0,0,0,0.176,0
"Jesus, This Is You",25,0,0,0,0,0.107,0
We Bow Down (Live),25,0,0,0,0,0.87,0
I'm in Love (Live),25,0,0,1,0,0.442,0
In Awe,25,0,0,0,0,0.561,0
I Live to Praise,25,0,0,0,0,0.635,0
Matchless Love,25,0,0,1,0,0.635,0
I Humbly Bow,25,0,0,0,0,0.293,0
I Glorify Your Name,25,0,0,0,0,0.849,0
Precious Jesus,25,0,0,0,0,0.228,0
Unto Us,25,0,0,0,0,0.376,0
Anything Is Possible,25,0,0,0,0,0.301,0
The Story Of Your Life,25,0,0,0,0,0.14,0
History,25,0,0,0,0,0.291,0
Come Thou Fount,25,0,0,0,0,0.17,0
Stay (feat. Lizi Bailey),25,0,0,0,0,0.372,0
How Sweet It Is,25,0,0,0,0,0.123,0
Hurricane,25,0,0,0,0,0.311,0
Free,24,0,0,0,0,0.164,0
There Will Be A Day - Live,24,0,0,0,0,0.206,0
Empty Me,24,0,0,0,0,0.299,0
Right Here - Live,24,0,0,0,0,0.191,0
Stay - Live,24,0,0,0,0,0.313,0
Perante o trono l_ dos c_us,24,0,0,0,0,0.325,0
Come Ye Sinners - Live,24,0,0,0,0,0.204,0
Leaning on the Everlasting Arms - Live,24,0,0,0,0,0.224,0
Who Would Have Dreamed,24,0,0,0,0,0.124,0
"Speak, O Lord - Live",24,0,0,0,0,0.407,0
"Holy, Holy, Holy - Live",24,0,0,0,0,0.279,0
All I Have Is Christ - Live,24,0,0,0,0,0.964,0
Name Above All Names,24,0,0,0,0,0.101,0
Weak Man,24,0,0,0,0,0.276,0
Beginning And The End,24,0,0,0,0,0.442,0
May Our Praise,24,0,0,0,0,0.38,0
What Love Can Do,24,0,0,1,0,0.66,0
Symptoms,24,0,0,0,0,0.338,0
I Still Believe,24,0,0,0,0,0.656,0
Tiny Life,24,0,0,0,0,0.425,0
Crazy Not To,24,0,0,0,0,0.39,0
O Taste and See,24,0,0,0,0,0.211,0
Come Alive,24,0,0,0,0,0.232,0
One Desire,24,0,0,0,0,0.0423,0
More Than I Deserve - Live,24,0,0,0,0,0.294,0
Psalm 96,24,0,0,0,0,0.32,0
God You Are My God (feat. Meredith Andrews) [Live],24,0,0,0,0,0.111,0
Endless Ocean (Extended Version),24,0,0,0,0,0.243,0
Intimacy,24,0,0,0,0,0.317,0
Special,24,0,0,0,0,0.0771,0
Buttons,24,0,0,0,0,0.388,0
Lord Have Mercy,24,0,0,0,0,0.156,0
New Reality,24,0,0,0,0,0.164,0
The King,24,0,0,0,0,0.312,0
El Shaddai,24,0,0,0,0,0.209,0
Souled Out,24,0,0,0,0,0.277,0
Face Of God,24,0,0,0,0,0.785,0
Living Hope - Live,24,0,1,0,0,0.239,0
Stand In Awe (Acoustic) - Live,24,0,0,0,0,0.24,0
Revelation Song (Live),24,0,0,0,0,0.485,0
"At Your Name (Yahweh, Yahweh)",24,0,0,0,0,0.411,0
Tabernacle,24,0,0,0,0,0.457,0
The City,24,0,0,0,0,0.317,0
Everything Changes (Live),24,0,0,0,0,0.468,0
Through It All - Live,24,0,0,0,0,0.477,0
__ _ ____ Here at This Place,24,0,0,0,0,0.231,0
The Lord Is My Shepherd (Psalm 23) - Live,24,0,0,0,0,0.0395,0
"Holy Spirit, Living Breath Of God / Gabriel's Oboe - Medley/Live",24,0,0,0,0,0.199,0
How Great Thou Art,24,0,0,0,0,0.752,0
My Dwelling Place (Psalm 91),24,0,0,0,0,0.211,0
Before You I Kneel (A Worker's Prayer),24,0,0,0,0,0.22,0
Don't Let Me Lose My Wonder,24,0,0,0,0,0.213,0
When I See You,24,0,0,0,0,0.276,0
Little Life (For You Jesus),24,0,0,0,0,0.141,0
Voices Of Freedom,24,0,0,0,0,0.239,0
Rainbow - Live,24,0,0,0,0,0.113,0
Work Out,24,0,0,0,0,0.469,0
Ms. Instrumental,24,0,0,0,0,0.773,0
Silent Night (with Saviour King) - Live,24,0,0,0,0,0.645,0
Noel,24,0,0,0,0,0.268,0
When I Think Upon Christmas,24,0,0,0,0,0.79,0
Gloria,24,0,0,0,0,0.882,0
Rabbit & The Bear,24,0,0,0,0,0.244,0
The Original Spacefan,24,0,0,0,0,0.688,0
Good Fight - Acoustic,24,0,0,0,0,0.59,0
Mighty to Save,24,0,0,0,0,0.644,0
My Glorious,24,0,0,0,0,0.674,0
Just As I Am (Oh Come),24,0,0,0,0,0.207,0
Only You Remain,24,0,0,0,0,0.138,0
Your Love Is Strong,24,0,0,1,0,0.186,0
Enough,24,0,0,0,0,0.231,0
I Am Set Free,24,0,0,0,0,0.0395,0
Worthy of Affection,24,0,0,0,0,0.199,0
Hallelujah (Intro),24,0,0,0,0,0.752,0
My Beloved (feat. Jaye Thomas),24,0,0,1,0,0.135,0
Hallelujah,24,0,0,0,0,0.574,0
Where Revival Lives (Live),24,0,0,0,0,0.117,0
New Heart (Live),24,0,0,0,0,0.366,0
Be Our Strength (Moment) [Live],24,0,0,0,0,0.203,0
Like a Clock (Live),24,0,0,0,0,0.54,0
Oh Lord You're Beautiful,24,0,0,0,0,0.426,0
Name of Jesus,24,0,0,0,0,0.577,0
Intro,24,0,0,0,0,0.392,0
All the Same,24,0,0,0,0,0.0582,0
Hearts Safe (A Better Way),24,0,0,0,0,0.592,0
Greatness of Our God (Doug Weier Remix),24,0,0,0,0,0.316,0
Committed,24,0,0,0,0,0.391,0
All Creatures Of Our God And King,24,0,0,0,0,0.561,0
His Eye Is On The Sparrow,24,0,0,0,0,0.0572,0
What A Friend We Have In Jesus,24,0,0,0,0,0.178,0
Adoration,24,0,0,0,0,0.191,0
Story,24,0,0,0,0,0.446,0
Calling out (Live),24,0,0,0,0,0.17,0
Preparation,24,0,0,0,0,0.442,0
My Faith,24,1,0,0,0,0.213,0
Movement 3 (Isaiah 53:4-7),24,0,0,0,0,0.105,0
Psalm 119:33-40,24,0,0,0,0,0.0725,0
Psalm 16,24,0,0,0,0,0.16,0
Here I Go Again - acoustic,24,0,0,0,0,0.324,0
Set Me Free - acoustic,24,0,0,0,0,0.324,0
God Be With You,24,0,0,0,0,0.24,0
Wonderful Name - Live,24,0,0,0,0,0.384,0
For Your Splendor,24,0,0,0,0,0.207,0
Walking In The Light Of Your Love,24,0,0,1,0,0.397,0
Fly,24,0,0,0,0,0.345,0
Come Sit Down,24,0,0,0,0,0.298,0
Praise You,24,0,0,0,0,0.47,0
Glory Unspeakable,24,0,0,0,0,0.274,0
Jesus Move,24,0,0,0,0,0.096,0
Weightless,24,0,0,0,0,0.331,0
Is Forever Enough,24,0,0,0,0,0.373,0
For Love Of You,24,0,0,1,0,0.521,0
Carry Me,24,0,0,0,0,0.609,0
Jesus Loves Me,24,0,0,1,0,0.475,0
All the Poor and Powerless - Radio Version,24,0,0,0,0,0.405,0
Keep Me Near,24,0,0,0,0,0.944,0
Story,24,0,0,0,0,0.34,0
Calling out (Live),24,0,0,0,0,0.387,0
Preparation,24,0,0,0,0,0.261,0
My Faith,24,1,0,0,0,0.123,0
I Will Trust In You,24,0,0,0,0,0.396,0
If the Walls Move,24,0,0,0,0,0.0731,0
All Hail,24,0,0,0,0,0.28,0
Se Trata de JesÒs,24,0,0,0,0,0.324,0
Your Name Brings Healing To Me - Live,24,0,0,0,0,0.476,0
I'm Gonna Praise - Live,24,0,0,0,0,0.269,0
Rise Up - Live,24,0,0,0,0,0.33,0
What We're Here For,24,0,0,0,0,0.409,0
This Life,24,0,0,0,0,0.518,0
__ft__m___ (Stacy King Remix),24,0,0,0,0,0.28,0
Search My Heart (Solomon Olds Remix),24,0,0,0,0,0.766,0
Scandal Of Grace - Chad Howat Remix,24,0,0,0,0,0.183,0
Aftermath - Chislett / Tennikoff Remix,24,0,0,0,0,0.0656,0
Search My Heart - Solomon Olds Remix,24,0,0,0,0,0.199,0
Rhythms Of Grace - Live,24,0,0,0,0,0.752,0
A Song To Sing... - Live,24,0,0,0,0,0.117,0
Yours Forever - Live,24,0,0,0,0,0.344,0
Vital Lens,24,0,0,0,0,0.225,0
Blessed Are the Merciful,24,0,0,0,0,0.193,0
Surrender,24,0,0,0,0,0.127,0
The Saving One - Live,24,0,0,0,0,0.233,0
My Delight Is In You - Live,24,0,0,0,0,0.482,0
No Turning Back - Live,24,0,0,0,0,0.139,0
Sometimes - Live,24,0,0,0,0,0.392,0
Where The Spirit Of The Lord Is - Live,24,0,0,0,0,0.38,0
Rise And Sing - Live,24,0,0,0,0,0.0686,0
Friend of Sinners,24,0,0,0,0,0.274,0
What a Savior,24,0,0,0,0,0.713,0
One Life to Lose,24,0,0,0,0,0.491,0
Let It Shine,24,0,0,0,0,0.23,0
The Silence Of God - 2014 Version,24,0,0,0,0,0.234,0
You Came So Close - Counting Stars Album Version,24,0,0,0,0,0.225,0
Rise and Shine,24,0,0,0,0,0.392,0
God Of Wonders - Live,24,0,0,0,0,0.21,0
A Christmas Alleluia - Live,24,0,0,0,0,0.15,0
Lovely,24,0,0,1,0,0.426,0
Jesus My Redeemer,24,0,0,0,0,0.319,0
The Kingdom,24,0,0,0,0,0.196,0
It Is Well - Instrumental,24,0,0,0,0,0.0544,0
Because You Live,24,0,0,0,0,0.15,0
All In - Acoustic,24,0,0,0,0,0.394,0
Jesus & You - Acoustic,24,0,0,0,0,0.106,0
Vice & Virtue,24,0,0,0,0,0.145,0
How Great Thou Art (feat. Trip Lee),24,0,0,0,0,0.402,0
Paradise,24,0,0,0,0,0.331,0
We Must Remember,24,0,0,0,0,0.668,0
We Need,24,0,0,0,0,0.366,0
Without You,24,0,0,0,0,0.417,0
This Man - Live,24,0,0,0,0,0.603,0
How Rich a Treasure We Possess - Live,23,0,0,0,0,0.225,0
Jesus Is Mine - Live,23,0,0,0,0,0.236,0
His Forever - Live,23,0,0,0,0,0.63,0
Our Great God - Live,23,0,0,0,0,0.55,0
Judge of the Secrets,23,0,0,0,0,0.412,0
Jesus Paid It All - Live,23,0,0,0,0,0.423,0
Reaching,23,0,0,0,0,0.0997,0
Soy M_s de Lo Que Piensas,23,0,0,0,0,0.361,0
Take It to the Limit,23,0,0,0,0,0.193,0
Ascend,23,0,0,0,0,0.48,0
Let Heaven Shout,23,0,0,0,0,0.859,0
Preparation,23,0,0,0,0,0.72,0
My Faith,23,1,0,0,0,0.102,0
You Are Worthy,23,0,0,0,0,0.429,0
Vuelvo A Tus Pies,23,0,0,0,0,0.324,0
Tengo Paz en Mi Ser (It Is Well With My Soul),23,0,0,0,0,0.484,0
Call on the Name,23,0,0,0,0,0.526,0
How Great is the Love (feat. Heather Headley) [Live],23,0,0,1,0,0.599,0
On the Shores (Extended Version),23,0,0,0,0,0.332,0
Love Song,23,0,0,1,0,0.368,0
Empty My Soul,23,0,0,0,0,0.469,0
Peering from Above,23,0,0,0,0,0.317,0
Cold World,23,0,0,0,0,0.104,0
Blow Your High,23,0,0,0,0,0.776,0
Release Date,23,0,0,0,0,0.691,0
The Bride,23,0,0,0,0,0.0728,0
I Did It For You,23,0,0,0,0,0.872,0
Living Hope (House Sessions),23,0,1,0,0,0.236,0
My All In All (Acoustic) - Live,23,0,0,0,0,0.244,0
Spirit of God (Acoustic) - Live,23,0,0,0,0,0.161,0
Here With Me (Acoustic) - Live,23,0,0,0,0,0.208,0
Before the Throne / Yearn (Live),23,0,0,0,0,0.235,0
I Love You Lord (Live),23,0,0,1,0,0.316,0
Over All,23,0,0,0,0,0.119,0
Heaven Fall Down,23,0,0,0,0,0.107,0
Spring Up O Well,23,0,0,0,0,0.201,0
How We Love You,23,0,0,1,0,0.457,0
Show Us Your Glory,23,0,0,0,0,0.378,0
Lost,23,0,0,0,0,0.213,0
Deeper (Live),23,0,0,0,0,0.392,0
We Need Your Presence (Live),23,0,0,0,0,0.78,0
It Amazes Me (Live),23,0,0,0,0,0.579,0
See the Light (Live),23,0,0,0,0,0.485,0
Here for You (Live),23,0,0,0,0,0.296,0
Intentional (Live),23,0,0,0,0,0.44,0
All The Glory,23,0,0,0,0,0.325,0
Still Here,23,0,0,0,0,0.24,0
In Christ Alone / I Stand Amazed (How Marvelous) - Medley/Live,23,0,0,0,0,0.71,0
The Power Of The Cross - Live,23,0,0,0,0,0.76,0
All Hail The Power Of Jesus' Name,23,0,0,0,0,0.765,0
In Christ Alone / I Stand Amazed In The Presence (How Marvelous) - Medley,23,0,0,0,0,0.722,0
"Speak, O Lord - Live",23,0,0,0,0,0.861,0
Nothing But The Blood,23,0,0,0,0,0.483,0
"Hear, O Israel",23,0,0,0,0,0.0763,0
Compassion Hymn,23,0,0,0,0,0.179,0
What A Beautiful Name,23,0,0,0,0,0.556,0
Let Your Light Shine,23,0,0,0,0,0.374,0
Make Me Smile,23,0,0,0,0,0.356,0
Here I Go,23,0,0,0,0,0.491,0
Silent Night (with Saviour King),23,0,0,0,0,0.143,0
Behold New Roads - Live,23,0,0,0,0,0.295,0
Shepherdês Song,23,0,0,0,0,0.388,0
Slip Away (Live from Mayne Island),23,0,0,0,0,0.39,0
Flood Waters (Live from Mayne Island),23,0,0,0,0,0.772,0
Never Have I Found (Live from Mayne Island),23,0,0,0,0,0.296,0
Fire By Night (Live from Mayne Island),23,0,0,0,0,0.14,0
Ulysses (Live from Mayne Island),23,0,0,0,0,0.0803,0
Words Remain (Live in NYC),23,0,0,0,0,0.238,0
Just Doin' Your Thing,23,0,0,0,0,0.358,0
Over Oceans,23,0,0,0,0,0.504,0
SISU,23,0,0,0,0,0.134,0
Sweet River Roll,23,0,0,0,0,0.424,0
This So Called Love,23,0,0,1,0,0.387,0
Back to You,23,0,0,0,0,0.209,0
I'm Yours (Nothing But the Blood),23,0,0,0,0,0.579,0
Yearn,23,0,0,0,0,0.71,0
Where Would I Be,23,0,0,0,0,0.224,0
O Praise Him (All This for a King),23,0,0,0,0,0.297,0
Mercy,23,0,0,0,0,0.563,0
Counted the Cost,23,0,0,0,0,0.7,0
Lion (feat. Beau Lamshed),23,0,0,0,0,0.596,0
Holy Ground (Live),23,0,0,0,0,0.956,0
Awesome So Mighty,23,0,0,0,0,0.537,0
House Of Mirrors,23,0,0,0,0,0.601,0
In the Garden,23,0,0,0,0,0.497,0
Hope & Sorrow,23,0,1,0,0,0.232,0
Set Me Ablaze,23,0,0,0,0,0.159,0
Rejoice,23,0,0,0,0,0.165,0
Only the Son,23,0,0,0,0,0.287,0
All Creatures of Our God and King,23,0,0,0,0,0.309,0
His Eye Is on the Sparrow,23,0,0,0,0,0.0763,0
What a Friend We Have in Jesus,23,0,0,0,0,0.179,0
The King Is Coming - Live,23,0,0,0,0,0.165,0
Build Us Back - Born Again Album Version,23,0,0,0,0,0.148,0
The Way We Roll,23,0,0,0,0,0.27,0
Your Love Is Better Than Life,23,0,0,1,0,0.0858,0
Secret Kingdom,23,0,0,0,0,0.685,0
Great Is Your Faithfulness,23,1,0,0,0,0.282,0
Take My Hands (Praises),23,0,0,0,0,0.167,0
It Is You - Live,23,0,0,0,0,0.108,0
Promises (Live),23,0,0,0,0,0.66,0
Waterfall (feat. Jake Leboeuf),23,0,0,0,0,0.352,0
Psalm 63,23,0,0,0,0,0.704,0
Psalm 139:1-6,23,0,0,0,0,0.504,0
Psalm 42,23,0,0,0,0,0.348,0
Psalm 8,23,0,0,0,0,0.434,0
Psalm 1,23,0,0,0,0,0.488,0
American Dream - acoustic,23,0,0,0,0,0.0985,0
Until The Whole World Hears - Live,23,0,0,0,0,0.0552,0
Glorious Day (Living He Loved Me) - Live,23,0,0,1,0,0.102,0
Shadow Of Your Wings,23,0,0,0,0,0.122,0
O Come All Ye Faithful,23,1,0,0,0,0.181,0
God Is With Us,23,0,0,0,0,0.186,0
White Dove Fly High,23,0,0,0,0,0.319,0
Alive (Instrumental),23,0,0,0,0,0.098,0
Sticks & Stones (Instrumental),23,0,0,0,0,0.338,0
Lost? (Instrumental),23,0,0,0,0,0.198,0
Jesus Will Still Be There,23,0,0,0,0,0.154,0
This Little Light Of Mine (He Will Shine),23,0,0,0,0,0.723,0
I Have Decided,23,0,0,0,0,0.391,0
Depth Of Mercy,23,0,0,0,0,0.312,0
All My Tears,23,0,0,0,0,0.179,0
Freedom Song - Live,23,0,0,0,0,0.279,0
Who Can Compare - Live,23,0,0,0,0,0.432,0
Heaven Is Here,23,0,0,0,0,0.327,0
When You Love Somebody,23,0,0,1,0,0.45,0
No Other Name,23,0,0,0,0,0.226,0
Redeemed - Acoustic Edition,23,0,0,0,0,0.71,0
Magnificent God,23,0,0,0,0,0.499,0
Count on You,23,0,0,0,0,0.346,0
Made to Live,23,0,0,0,0,0.413,0
A Million Miles Away,23,0,0,0,0,0.388,0
From Underneath,23,0,0,0,0,0.141,0
Right Here,23,0,0,0,0,0.204,0
Recess,23,0,0,0,0,0.35,0
Be Thou My Vision (Fox Sessions),23,0,0,0,0,0.548,0
It Is Well With My Soul (Fox Sessions) [feat. Sarah Kroger],23,0,0,0,0,0.383,0
Forever Reign - Live,23,0,0,0,0,0.588,0
Just To Be With You,23,0,0,0,0,0.747,0
For All That You Have Done,23,0,0,0,0,0.552,0
Promises (Live),23,0,0,0,0,0.843,0
Waterfall (feat. Jake Leboeuf),23,0,0,0,0,0.366,0
I Will Trust In You - Live,23,0,0,0,0,0.26,0
Unchanging God - Live,23,0,0,0,0,0.745,0
In Your Presence,23,0,0,0,0,0.391,0
The Highest,23,0,0,0,0,0.326,0
See You Again Instrumental,23,0,0,0,0,0.24,0
High Enough Instrumental,23,0,0,0,0,0.135,0
Ghost in the Valley/Shadows of the Dawn Instrumental,23,0,0,0,0,0.279,0
Sea Shanty (Live),23,0,0,0,0,0.432,0
All Glory,23,0,0,0,0,0.515,0
Me Llamas Hermosa,23,0,0,0,0,0.253,0
S_ Que Hay Un Amor,23,0,0,0,0,0.301,0
Bring It On,23,0,0,0,0,0.469,0
I Run To You,23,0,0,0,0,0.426,0
Time of My Life,23,0,0,0,0,0.476,0
Wake Up My Heart,23,0,0,0,0,0.742,0
Believe (Waiting For An Answer),23,0,0,0,0,0.261,0
With You Always,23,0,0,0,0,0.484,0
We Won't Give Up,23,0,0,0,0,0.428,0
Love Is War (Darren King Remix),23,0,0,1,0,0.598,0
a : ft_r_ma : _ - Stacy King Remix,23,0,0,0,0,0.373,0
Love Is War - Darren King Remix,23,0,0,1,0,0.402,0
It Is Well - Live,23,0,0,0,0,0.518,0
My Anchor - Live,23,0,0,0,0,0.719,0
The Way - Live,23,0,0,0,0,0.468,0
Never Gonna Let Me Go - Live,23,0,0,0,0,0.248,0
Once And For All - Live,23,0,0,0,0,0.158,0
Children Of Light - Live,23,0,0,0,0,0.294,0
You Alone Can Rescue - Live,23,0,0,0,0,0.315,0
Let God Arise - Live,23,0,0,0,0,0.593,0
Bless the Lord,23,0,0,0,0,0.573,0
I Belong to You,23,0,0,0,0,0.398,0
All Because of You (feat. Tyler Hook),23,0,0,0,0,0.323,0
Love of God (feat. Tyler Hook),23,0,0,1,0,0.501,0
The Voice Of Jesus,23,0,0,0,0,0.299,0
The Magic Hour - Counting Stars Album Version,23,0,0,0,0,0.183,0
Isle Of Skye - Counting Stars Album Version,23,0,0,0,0,0.475,0
Fool With A Fancy Guitar - Counting Stars Album Version,23,0,0,0,0,0.243,0
The Reckoning (How Long) - Counting Stars Album Version,23,0,0,0,0,0.371,0
Rocket,23,0,0,0,0,0.133,0
Windows In The World,23,0,0,0,0,0.614,0
I've Got News,23,0,0,0,0,0.406,0
Let God Arise,23,0,0,0,0,0.508,0
How Can I Keep From Singing,23,0,0,0,0,0.226,0
My Soul Magnifies The Lord,23,0,0,0,0,0.169,0
Exalted (Yahweh),23,0,0,0,0,0.158,0
Great God (Live),23,0,0,0,0,0.288,0
He Did It Again (Live),23,0,0,0,0,0.539,0
Its a Miracle,23,0,0,0,0,0.26,0
The Beautiful Things We Miss - Acoustic,23,0,0,0,0,0.766,0
Live Forever,23,0,0,0,0,0.326,0
Wonderfully Made,23,0,0,0,0,0.161,0
To Me,23,0,0,0,0,0.347,0
Safe And Sound,23,0,0,0,0,0.282,0
Rock of Ages,23,0,0,0,0,0.0949,0
Joyful Joyful,23,0,0,0,0,0.165,0
In the Middle,23,0,0,0,0,0.384,0
The Only One,23,0,0,0,0,0.418,0
Dearly Loved,23,0,0,1,0,0.211,0
Be Still,23,0,0,0,0,0.448,0
Shine,23,0,0,0,0,0.2,0
Not Ashamed,23,0,0,0,0,0.458,0
Speaking Louder Than Before,23,0,0,0,0,0.226,0
Restored - Live,23,0,0,0,0,0.245,0
Beautiful One - Live,23,0,0,0,0,0.138,0
Give to Our God Immortal Praise - Live,23,0,0,0,0,0.218,0
My Heart Is Filled With Thankfulness - Live,23,0,0,0,0,0.595,0
The Sands of Time Are Sinking - Live,23,0,0,0,0,0.326,0
All About Jesus,23,0,0,0,0,0.545,0
Spirit of God,22,0,0,0,0,0.347,0
I Have A Shelter,22,0,0,0,0,0.187,0
Come Praise and Glorify - Live,22,0,0,0,0,0.0997,0
I Hear the Words of Love - Live,22,0,0,1,0,0.39,0
I Asked the Lord That I Might Grow - Live,22,0,0,0,0,0.261,0
O Great God - Live,22,0,0,0,0,0.527,0
We Will Glorify - Live,22,0,0,0,0,0.492,0
Eres el Camino,22,0,0,0,0,0.633,0
"Gracias, Cristo",22,0,0,0,0,0.417,0
Fue Tu Gracia,22,0,0,0,0,0.642,0
Hail the Day,22,0,0,0,0,0.211,0
I Can See Your Love,22,0,0,1,0,0.327,0
Can't Stop,22,0,0,0,0,0.213,0
Lift Your Eyes,22,0,0,0,0,0.0429,0
Too Much,22,0,0,0,0,0.227,0
Una Vida,22,0,0,0,0,0.0302,0
El Amor Rompe Barreras,22,0,0,0,0,0.187,0
Es Por Ti,22,0,0,0,0,0.562,0
Hope In Front of Me,22,0,1,0,0,0.765,0
It's Only,22,0,0,0,0,0.594,0
Mi Mayor Pasi‹n,22,0,0,0,0,0.854,0
A Tê Correr_,22,0,0,0,0,0.762,0
Tu Amor Vino A Mi,22,0,0,0,0,0.215,0
Aquê Est_,22,0,0,0,0,0.801,0
Stars In The Sky,22,0,0,0,0,0.182,0
Me Sanaste (Healer),22,0,0,0,0,0.236,0
Just Say When (feat. Jinny Kim),22,0,0,0,0,0.28,0
Not For a Moment (After All) [feat. Meredith Andrews] [Live] (feat. Meredith Andrews),22,0,0,0,0,0.271,0
Only Jesus Can,22,0,0,0,0,0.191,0
All Glory (feat. Heather Headley) [Live],22,0,0,0,0,0.184,0
Just One (Extended Version),22,0,0,0,0,0.328,0
Like That,22,0,0,0,0,0.535,0
Jump,22,0,0,0,0,0.153,0
Aliens,22,0,0,0,0,0.115,0
Hark The Herald Angels Sing,22,0,0,0,0,0.372,0
Angels We Have Heard On High,22,0,0,0,0,0.47,0
Forever (We Sing Hallelujah) - Live,22,0,0,0,0,0.294,0
KOMH / HGIYL / OPTN - Live,22,0,0,0,0,0.199,0
For God So Loved - Bonus Track,22,0,0,1,0,0.293,0
As It Is In Heaven (Acoustic) - Live,22,0,0,0,0,0.164,0
Stand In Awe,22,0,0,0,0,0.0714,0
This Is Amazing Grace (Live),22,0,0,0,0,0.128,0
Fall Afresh (Live),22,0,0,0,0,0.2,0
One Thing Remains / This Is Amazing Grace (Live),22,0,0,0,0,0.325,0
It Is Well / Doxology / / Amen (Live),22,0,0,0,0,0.148,0
Holy Light,22,0,0,0,0,0.174,0
Tears of Joy,22,0,0,0,0,0.176,0
Sun & Moon,22,0,0,0,0,0.291,0
